0x0610418E "b"
0x7244773C "create_mp_pause_menu"
0x8ECD36CF "MusicIsPaused"
0x7225CAE2 "music_was_paused"
0xF64178EC "pause_rain"
0x3B678DEE "in_cat_preview_mode"
0xBE5663A5 "create_CAT_pause_menu"
0x91141E3A "set_theme_icons"
0xBEA9B64F "no_exit"
0x34E2FBFB "make_new_pause_menu"
0xED162833 "menu_id"
0xC8F12F26 "pause_menu"
0xED8E59A1 "vmenu_id"
0xC74A11C2 "pause_vmenu"
0xA2C32B19 "pad_back_script"
0x19706164 "_back_script"
0x2C907E0F "nullscript"
0x5319267F "pos"
0xC68A307A "handle_start_pressed"
0xE0913AC7 "create_helper_text"
0xC0AD1CF3 "generic_helper_text"
0x9830BE7F "generic_helper_text_no_back"
0x35AB03FB "kill_start_key_binding"
0x82753EB3 "add_music_track_text"
0x7D96A77C "make_sprite_menu_item"
0x385874C4 "text"
0xC78F8772 "id_menu_teste_um"
0xA1FC0C2B "pad_choose_script"
0x7061645F "choose_script"
0x6C891607 "link_de_teste"
0x49D8A4A2 "pad_choose_sound"
0x5B37FA01 "generic_pause_exit_sound"
0x0A5A4A0D "make_text_sprite"
0x8DF2997D "texture"
0x862E2FC9 "continue_icon"
0xB96C3590 "SetScreenElementProps"
0x3CF05B47 "event_handlers"
0x16B53F9D "focus"
0x77A1C828 "PlayHelperDesc"
0x56F64E0D "continue_helper_desc"
0x53CBA544 "use_bg"
0xD30CDF4A "unfocus"
0x801CD128 "StopHelperDesc"
0x43B9AE6F "id_menu_teste_dois"
0xF391FC87 "id_menu_teste_tres"
0x9C3D5D10 "id_menu_teste_quatro"
0x7D6EA6BD "kill_blur"
0x70AA8660 "start"
0x0B1FA46C "show_deck"
0x22B5F056 "create_dksmod_options_menu"
0xFC1F7339 "id_menu_menu_debug_dks"
0xB19FAD1E "create_debug_menu"
0xF05D6D4D "id_menu_observer_ligar"
0x503777AD "iniciar_observer_dks"
0x51FF2DF5 "id_menu_observer_desligar"
0x2BD607F7 "sair_observer_dks"
0xD607F773 "air_observer_dks"
0xE9DB8B3C "id_menu_marcar_restar"
0xD12F839C "escolher_restart_dks"
0x4322E220 "id_menu_voltar_ao_restart"
0x858247FE "voltar_ao_restart_dks"
0x079B67E0 "id_menu_voltar_dks"
0x26281CDC "set_custom_restart"
0x9D8F95FF "exit_pause_menu"
0xCAD9773E "skip_to_custom_restart"
0x039027D1 "remove_skater_from_world"
0x57B60F76 "EnterSurveyorMode"
0x1E4FF439 "add_skater_to_world"
0x947B2E41 "ExitSurveyorMode"
0xB8AE5301 "id_menu_cheats_dks"
0x71C32C41 "create_cheats_menu"
0x8589D672 "id_menu_testes_dks"
0x10046DC0 "create_menu_test_menu"
0xDAFEC273 "id_menu_menu_restarts"
0xA3D493D3 "create_restart_menu"
0x16E6B323 "go_create_cheats_menu"
0xB0C371E2 "id_menu_taunts_dks"
0xEF002EE8 "create_taunts_dks_menu"
0x78E67FEA "dksmod_taunts_menu_id"
0xFC6F7A19 "id_taunts_bt_f_um"
0x835F5DF5 "mudar_taunt"
0x687543B8 "pad_choose_params"
0xA7BA0AA4 "field"
0xFEDF16F3 "id_taunts_bt_f_dois"
0x4EF7441B "id_taunts_bt_f_tres"
0xBCB5E7E5 "id_taunts_bt_f_quatro"
0x083C795D "id_menu_voltar_taunts_dks"
0xFC25A80E "voltar_do_taunt"
0x1F14A6CE "destroy_onscreen_keyboard"
0x8647669B "escolher_novo_taunt"
0x4299CE18 "GetTextElementString"
0x285FF46D "keyboard_current_string"
0xA054E533 "SetPreferencesFromUI"
0x56658EB5 "prefs"
0x545242F0 "create_onscreen_keyboard"
0x85D2CEB1 "allow_cancel"
0xD0D24E86 "keyboard_cancel_script"
0x7FD4B75D "keyboard_done_script"
0x78CE92A5 "keyboard_title"
0x703BEF68 "min_length"
0xC4A1E369 "max_length"
0x81D22BD7 "dksmod_menu"
0xD7646B73 "mod_menu"
0xD0B7E0CD "dksmod_vmenu"
0xBB5DA9A6 "create_test_menu"
0xD8352AF8 "id_menu_timeofday_dks"
0x584F25F9 "launch_timeofday_menu"
0xCDBE4D62 "NO_BOUNDS_DKS"
0x99096A14 "hud_text"
0x7E2BB1C0 "make_theme_menu_item"
0xB1C06D61 "ke_theme_menu_item"
0x269B0950 "extra_text"
0x7AEE61DA "id_foradoslimites_botao"
0x5A1DD249 "go_fun_NO_BOUNDS_DKS"
0x06A5EA0B "fun_NO_BOUNDS_DKS"
0xDDFEFDD9 "create_no_bound_menu"
0xD6AB4CDD "child"
0x0963EBFA "SetGlobalFlag"
0xE298D150 "UnsetGlobalFlag"
0x41BB1A1E "id_menu_botao_nobounds_on"
0x66C298CE "desligar_no_bounds"
0xD825CD6D "id_menu_botao_nobounds_off"
0xF3ADD6E3 "ligar_no_bounds"
0x6B3F7C99 "id_menu_dksmod_nada_um"
0xD4D74D78 "sem_link"
0x2644941D "not_focusable"
0xD1127DA6 "id_menu_dksmod_nada_dois"
0x613A2F4E "id_menu_dksmod_nada_tres"
0xDF898F4C "OBSERVER_LIGADO"
0x00D0C0EB "pad_right_script"
0x03309237 "unload"
0x03D090B9 "target"
0x0BE0F87D "angley"
0x0EE0DD7D "from_cutscene_menu"
0x10909444 "difficulty"
0x1120D555 "GetPlayerAppearancePart"
0x11706239 "off_color"
0x17C01824 "logo_scale"
0x185045C2 "stattype"
0x1A4077AD "stats_menu_exit"
0x222012BD "unlock_sponsor_boards"
0x257029BA "CD"
0x26600D45 "text_scale"
0x2DC00DCD "KillSpawnedScript"
0x2E30C58B "cheats_select_difficulty_menu"
0x30E01C8A "DoNotSwitchEditorState"
0x31607CED "CameraZ"
0x341039E6 "interval"
0x35E026E1 "top"
0x3A8017FC "right_bracket_z"
0x3B2079A0 "skateshop_pos"
0x3C20400A "menu_onscreen"
0x3DE0D702 "trigger_obj_id"
0x40702279 "launch_pause_menu"
0x4150001A "exitScript"
0x44E00BB7 "control_config_show_values"
0x4F70B5D8 "cheats_menu_turnPro"
0x523067A5 "menu_view_car_models"
0x5720C680 "update_stats_menu_count"
0x58506263 "menu_high_scores"
0x5810F081 "GoalEditor"
0x5DF033F0 "menu_manuals"
0x5EF08E88 "GoalManager_ShowGoalPoints"
0x5F80ABFC "menu_edit_appearance"
0x6010EC1E "GoalManager_UnlockProSpecificChallenges"
0x62E009CD "CHEAT_PERFECT_RAIL"
0x62B0540E "make_cheats_menu_item"
0x6220D124 "menu_save_goals"
0x65209021 "checksum"
0x68E055DF "checkforholes"
0x6D008967 "scrolling_menu_up_arrow"
0x6DD08C8C "autokick"
0x70A09E05 "red"
0x7240456C "THEME_PREFIXES"
0x733043DE "bootstrap_quit"
0x76B08794 "goals_title_rgba"
0x78704495 "cross_it_out"
0x79E06354 "arrow_color"
0x7F903DC6 "controller_config_focus"
0x81302036 "toggle_pos"
0x83C03E93 "generic_menu_buzzer_sound"
0x848015CB "stats_menu_fire_pad_down"
0x8570EF1E "AutokickOn"
0x85F0F76B "showscript"
0x8C8075A0 "source"
0x8EE05E65 "active_viewport"
0x9300CE72 "mm_bg"
0x96C00CBA "make_sprite_sub_menu_item"
0x96A0E2A3 "loops"
0x9890C0B8 "DEVKIT_ONLY"
0x99D0BDCB "gamma_menu_turn_up"
0x993037CA "face_texture_test"
0x9DD0FF0A "anglex"
0xA5E0EC22 "green_text"
0xA650587F "num_goals"
0xA760B767 "menu_view_human_models"
0xAD80D452 "net_score_8"
0xB0C0183E "player_list_helper_desc"
0xB140CF9A "dot_82"
0xB370BB97 "ForEachSkaterProfile"
0xB5F0E636 "generic_menu_up_or_down_sound"
0xB650EDBE "make_text_sub_menu_item"
0xB6904DC0 "menu_continue"
0xBF50ADB6 "cheats_menu_100_stat_points"
0xBF006421 "new_x"
0xBF403224 "network_level_select_pad_back"
0xC050C666 "menu_reverts"
0xC210B66A "GoalManager_DeactivateAllGoals"
0xC4303FC4 "test_advance"
0xC6D02E24 "set_sub_bg"
0xC9C03615 "NetworkGamePending"
0xCAD0B255 "show_no_skater_shadow_wall"
0xCA7092DA "Inside_Heavy_Rain"
0xCD50CB0A "preserve_menu_state"
0xCD30EFA9 "menu_network_player_list_select"
0xD030F6C1 "race_arrow"
0xD420D8D6 "menu_view_cutscenes"
0xDA407F5B "unhide_console_window"
0xDB808B44 "toggle_menu_item_on"
0xDB003512 "menu_face_texture"
0xDCB0284C "model_set"
0xE6309DD2 "chapter_bg"
0xEE40130F "scale2"
0xEE70B851 "load_mainmenu_textures_to_main_memory"
0xEFC06FE9 "pause_deck_sync_to_skater_graphic"
0xEFA03315 "on_color"
0xEFB05432 "back_script"
0xEF40BE74 "LoadLevelPreFile"
0xF0906B6B "already_ended_run"
0xF270BBAA "parked_scroll_sideways_sound"
0xFBC0515C "gamemode_quickstart_2p"
0xFEE0DC37 "GUI_Buzzer01"
0x01D1179A "cat_helper_desc"
0x03E11F30 "menu_end_current_goal"
0x0821236B "view_goals_menu_start_beaten_goal"
0x08B188CA "chapter_stage_menu_chapter_container"
0x0A512BB1 "SpriteElement"
0xB1537072 "iteElement"
0x0B91C03C "CloneModelGeoms"
0x0B91528A "NO_DISPLAY_CHATWINDOW"
0x0D018075 "callback_script"
0x0D112D63 "menu_hs_displaye"
0x18719B94 "sub_vmenu2"
0x181129FF "kill_pause_menu_cams"
0x1AD1927C "make_mainmenu_3d_plane"
0x1B61F44A "GoalManager_SetDifficultyLevel"
0x1C5155C8 "num_items_to_show"
0x1F71F4E1 "relative_scale"
0x1F11D1DE "menu_poly"
0x20A1CD4A "GoalManager_CanRetryGoal"
0x21916518 "AwardStatPoint"
0x24E1CE73 "VibrationOn"
0x26A1CD92 "menu_cash_no"
0x2601DDB4 "vscrolling_menu_id"
0x2F1171D0 "score_teams"
0x3081B9C4 "level_select_anchor_middle"
0x36715F14 "screen_option_update_hud_toggle"
0x37D117A8 "menu_autoraillevel"
0x3C21DEA7 "view_goals_menu_up_arrow"
0x3EB1F2CD "unload_anims"
0x40516673 "CreateScreenElement"
0x41618BE5 "save_icon"
0x41B11AA0 "last_slice"
0x4661B6FB "NO_DISPLAY_NET_SCORES"
0x4811F35E "array"
0x4901414C "IsPS2"
0x4A51B794 "launch_Dumpshots"
0x4B41FFA7 "load_HN"
0x4DC130D6 "cheats_menu_score5mil"
0x4E61F87D "p"
0x5191D29F "viewport"
0x5591F2F9 "cash_text"
0x5801CA12 "hide_goal_panel_messages"
0x5A812780 "cheats_menu_change_level_lock"
0x5B41A4D0 "launch_homie_list"
0x62D1A54D "morph_tv_scan_line"
0x64B14EB9 "paused"
0x659136A2 "new_menu_script"
0x6781487E "GoalManager_AddCash"
0x6CD130A3 "OnServer"
0x6DA13060 "meta_button_map_ps2"
0x732198D5 "NO_G_DISPLAY_BALANCE"
0x73D1BE9C "Dumpshots"
0x748111B0 "joystick_pushed"
0x7A91A8B8 "load_goal_helper_desc"
0x7B91D78C "launch_player_list_menu"
0x7F915832 "GetParkEditorMaxPlayers"
0x7F418F10 "save_goal_helper_desc"
0x8031FFCB "CareerLevelis"
0x83C194AE "cheat_flag"
0x84F1C6E7 "launch_menu_test"
0x852191AD "recurse"
0x8C71B066 "cheats_menu_unlockProChallenges"
0x8FB1C063 "unhide_everything"
0x91519C40 "disable_menu_sounds"
0x91D13B8B "menu_sound_options"
0x96D19BAB "togglerendermode"
0x97214098 "LEVEL_UNLOCKED_SP"
0x9C719A27 "show_poly_count"
0xA3A103D3 "pro_goal"
0xA3B16595 "sc_goal_text"
0xA3C1E68F "goal_mid"
0xA7915A4A "menu_watch_cutscenes"
0xA8118E6D "first"
0xA841C2D4 "ApplyChangeGamma"
0xA80174FA "level_select_created_park_list_exit"
0xA951584A "launch_gamemode_menu"
0xADF139A6 "launch_chapter_stage_menu"
0xB0A1432A "return_to_created_park_menu"
0xB1B1F1E4 "anglez"
0xB7C1090C "AddSkaterToWorld"
0xB9F1391C "perfect"
0xBC0175C2 "premade_park_menu"
0xBD515010 "root_pos"
0xBEB1ADB9 "menu_select_script"
0xBF715CCB "view_goals_menu_focus_unlocked"
0xC3A10E83 "sprite_focus"
0xC38107D7 "DestroyEditedRailSectors"
0xC491C2E0 "JOIN_MODE_PLAY"
0xC67172D9 "down_arrow"
0xC7911DAA "on_off_text"
0xC94183B3 "CHEAT_PERFECT_MANUAL"
0xCBD1AB25 "menu_end_run_change_levels"
0xD0E1DB38 "goals"
0xD18139B6 "tv_black_bar2"
0xD241E31F "internal_scale"
0xD681FC05 "IsSoundPlaying"
0xD7613935 "is_creategoals"
0xDA610551 "chosen_leave_server"
0xDDA1513E "child_just"
0xDE11652F "green"
0xDF719A58 "UnpauseGame"
0xE2B1A87E "gamemode_vmenu"
0xE281912A "start_game_helper_desc"
0xE521CA7E "edit"
0xE7A16A51 "menu_players"
0xEAC1C762 "Demo_Build"
0xEB810F92 "DEVKIT_LEVELS"
0xEFA1933F "replace_handlers"
0xF441B4DC "mcmess_ErrorbadParkMaxPlayers"
0xF4B1746D "GetSkaterProfileInfo"
0xF511FD71 "letter"
0xF5615F6F "GoalManager_GetLastGoalId"
0xF661659A "chat_msg_helper_desc"
0xF7A1BFEF "script_heap_text"
0xF8B128F2 "stat_goal_menu"
0xFD61C4FB "launch_level"
0x00A26042 "change_skater_appearance_menu"
0x07E2C95A "debug_menu_hide_hud"
0x0C823CE5 "show_all"
0x0D5298D7 "show_camera_collide"
0x11F2557B "menu_view_goals"
0x1312BFEA "menu_load_goals"
0x14E2C25B "ToggleSkaterCamMode"
0x1962435C "current_skater"
0x1DD2F68F "ScreenElementSystemInit"
0x2442E1F1 "UpdateDisplayFreeMemory"
0x27C28CC4 "launch_view_models_menu"
0x29020F0D "load_vc"
0x2C62A5D8 "CHEAT_UNLOCKED_13"
0x2CF2A3E1 "hide_current_goal"
0x2D72B56B "split_setup_vertical"
0x2F02608B "just"
0x3212A990 "orient"
0x320204B0 "cash_goal_sprite"
0x33A26EBC "port"
0x3CC20A10 "menu_reverts_value"
0x4782AE8F "title_text"
0x4992D4E2 "change_skater_appearance"
0x4DE25D66 "GoalManager_AddViewGoalsList"
0x50129DF5 "can_afford_level"
0x5632C3EA "tv_scale"
0x5B72A189 "set_pro_skater_vmenu"
0x60D20013 "menu_offscreen"
0x63D27D0F "show_names"
0x6322D940 "TextBlockElement"
0x63822BC8 "exit_test_play"
0xC8657869 "t_test_play"
0x657200F9 "menu_cat"
0x67F2A15E "menu_end_high_score_run"
0x6D22D117 "toggle_camera_angle"
0x72C2C64C "menu_start_autotest"
0x72829E1B "initial_scale"
0x7592DD09 "statcap"
0x75E21284 "Raven_Text"
0x7BE29D64 "body_id"
0x7C629505 "UnpausePhysics"
0x7C72B79D "load_ru"
0x7F72D9BF "options_bg"
0x823224AF "CHEAT_UNLOCKED_5"
0x8642E1E4 "set_sub_bg_goal"
0x8932D03B "network_game_options_selected"
0x8B128B69 "stats_menu_get_original_stat_value"
0x91F2C368 "stats_menu_done_focus"
0x931202CD "value_string"
0x96B2F185 "streak_2"
0x987251BA "GoalManager_AdvanceStage"
0xA022D9B6 "BOARDSHOP_UNLOCKED"
0xA37271F4 "CAS_Screen"
0xAB626041 "parent_menu_id"
0xAB3299F3 "menu_mem"
0xB6428449 "UpdateSkaterStats"
0xB65289F0 "GetCurrentLevel"
0xBA12F756 "scale_sprite_down"
0xBA12295D "current_skater_name"
0xBA52A2AF "CHEAT_UNLOCKED_12"
0xC2328787 "tv_thug_logo"
0xC512CAB8 "allow_pause"
0xC8B2679F "no_bg"
0xCC02FA39 "GoalManager_GetGoalParams"
0xCD421D55 "LEVEL_UNLOCKED_HI"
0xCFA2F4DB "cheats_menu_check_level_lock"
0xCFC29C50 "save_game_helper_desc"
0xD4F26FEA "framebody"
0xD422C8F6 "load_nj"
0xD7827314 "delta_pos"
0xD9626550 "skip_to_selected_restart"
0xDA12CA06 "make_new_sprite_menu"
0xDB828C5A "focus_script"
0xDBE28A42 "menu_skip_to_gap"
0xE0E255BF "stats_menu_create_stats_block"
0xEB127915 "up_arrow_id"
0xEB62F190 "tricks_uneditable"
0xF122D0B0 "create_menu_camera"
0xF222B90F "make_new_menu"
0xF962866E "new_icon"
0xFC22FAE3 "line_spacing"
0xFF92F3AC "generic_menu_scroll_sideways_sound"
0x024306ED "unload_goals"
0x0353016D "DE_highlight_bar"
0x0563E571 "generic_helper_text_left_right"
0x0A637672 "load_ny"
0x0D730913 "create_chapter_fade_piece"
0x0D63404B "newvalue"
0x0F23553B "cheats_menu_change_cool_special"
0x1223440D "cutscene_list"
0x12A32BA6 "level_select_menu_exit"
0xA66C6576 "el_select_menu_exit"
0x1343DA9B "menu_shop"
0x15436715 "restore_skater_camera"
0x1973195F "show_main_menu_anchor"
0x1A237BE1 "skatercam1"
0x1B031C50 "Paused_Light_Rain"
0x1D731C53 "wide"
0x22035D1A "entered_skateshop_through_door"
0x22A3B66F "pad_x"
0x23036629 "generic_menu_update_arrows"
0x2393DF57 "stop_streams"
0x247383DB "toggle_wireframe"
0x30639FB9 "ExcludeParkEditorGoals"
0x31437391 "retry_goal_helper_desc"
0x3243D854 "level_select_change_level_quit"
0x3313FE9C "watch_cutscene"
0x3883EA64 "vibration_text"
0x3E83396D "has_cutscenes"
0x507317F7 "no_new_menu"
0x55A3FB3B "SkateShopAI"
0x57E39008 "edit_skater_menu_level_1_index"
0x58438796 "GetNumEditedGoals"
0x5963767A "perfect2"
0x59531B99 "load_se"
0x5C431D27 "destroy_all_player_names"
0x5D0364B6 "load_sk5ed_gameplay"
0x60C3FDCC "launch_pause_menu_save_game_sequence"
0x6053A4A0 "death_message"
0x6613EA86 "menu_end_run_quit"
0x7013DDDE "launch_level_select_menu"
0x71D3DDB5 "showed_wait_message"
0x75238342 "SetCustomRestart"
0x7853E4B5 "controller_config_unfocus"
0x78A354E9 "helper_text_elements"
0x7B7363BD "cutscene_unlock_list_hi"
0x7B93A44D "career"
0x7B73F1A6 "GoalManager_GoalExists"
0x7E73EF8B "stageText"
0x7EB331FC "pause_balance_meter"
0x81C3DD19 "exit_career_startup_menu_to_mainmenu"
0x82536952 "stat_type"
0x8413A95F "ctf_arrow"
0x8AF390BF "Chicken_Text"
0x8B93B5A0 "freemem_main_lowest"
0x8C137C96 "skatercam0"
0x8FB31538 "text_rgba"
0x9023A5D6 "stats_menu_done_unfocus"
0x94E3EC78 "paused_icon"
0x9633AC41 "CHEAT_UNLOCKED_10"
0x9983F850 "level_select_menu_unfocus"
0x99F34909 "no_focus_sound"
0x9CB320DE "shake_projector"
0xA433FEC8 "OnXbox"
0xAB73AF16 "font_colors"
0xAC237633 "DE_MenuBack"
0xADF36661 "script_name"
0xB00334DA "null"
0xB3935659 "chose_same_level_script"
0xB643A108 "final_scores"
0xC6139744 "skateshop_startcam"
0xC64337B1 "generic_keyboard_sound"
0xC89337FA "scale_value"
0xC85364D1 "MakeSkaterGoto"
0xC8232134 "goal_end_scale"
0xCD43A2B5 "highlight_angle"
0xCF235D07 "unhighlighted_color"
0xCF631CEE "load_sd"
0xD1038C2B "level_select_animate_info"
0x6C657665 "l_select_animate_info"
0xD273AD3E "LoadFont"
0xD6E39AB9 "gameframes"
0xD6F3C743 "current_theme_prefix"
0xD983228A "anchor_id"
0xDCE37948 "top_bar_anchor"
0xE3133AF7 "rail_balance"
0xE3C32852 "possibly_add_temp_special_trick"
0xE493E067 "internal_just"
0xEA232BE7 "autorail_level"
0xE7617574 "orail_level"
0xEC331565 "level"
0xEE736CAD "use_as_first"
0xF0D3FDA2 "bar_bg_rgba"
0xF373F118 "screenfader"
0xF6D37854 "unlock_sponsor_decks"
0xFCB35626 "bootstrap_build"
0xFC83D351 "menu_end_run"
0xFD03E1B4 "active"
0xFDE37712 "pause_run_timer"
0x0504A38C "load_SC2"
0x07B40DFF "textname"
0x0C948961 "LEVEL_UNLOCKED_VC"
0x0DE46F32 "launch_view_cutscenes_menu"
0x0ED4485F "created_park_menu"
0x0E44E307 "unpause_trick_text"
0x10447A5A "gamemode_quickstart_server"
0x1594CCB0 "chose_observe"
0x1634D952 "story_text"
0x18A49B1F "current_x"
0x19C4F147 "hide_dumb_peds"
0x1E642A0C "stats_menu_change_stat"
0x25E4CCB6 "change_gamemode_creategoals"
0x28F47792 "FormatText"
0x2C548EBC "pad_circle_script"
0x329467CA "stat_points_available"
0x33746D45 "pad_circle"
0x35A46CCA "unpause_rain"
0x36C41889 "skater_hint"
0x37D46329 "goal_accept_trigger"
0x3D84E99B "network_options_selected"
0x3FB427B4 "launch_display_options_menu"
0x41841524 "boardshop_create_initial_menus"
0x47C4E023 "main_menu_play_level"
0x4CB40FEB "stats_bottom_anchor"
0x4E141F5F "VibrationIsOn"
0x4F446D3D "firefight"
0x55647850 "VibrationOff"
0x58F440E7 "SkaterInit"
0x59E431F1 "LEVEL_UNLOCKED_RU"
0x5A64D281 "GetStatValue"
0x5A84E920 "AddRestartsToMenu"
0x5BD489AB "name_cat_icon"
0x5CC4E46A "cutscene_unlock_list_sd"
0x5CD45006 "JoinServerComplete"
0x65F4B11C "WALKING_LADDER"
0x6674E920 "view_goals_menu_unfocus_locked"
0x67B421E3 "scrolling_menu_title_id"
0x68247789 "Eric_score"
0x6A347504 "GoalManager_TurnPro"
0x6A746006 "PlayerInputIsDisabled"
0x6B94931E "alias"
0x6C24A055 "goal_start_dialog"
0x6DC4FF74 "WALKING_HANG"
0x7124A6B6 "entering"
0x74249F4E "camera_text"
0x84D4DC5A "yes_script"
0x88C423A5 "UnLoadPreFile"
0x8F54D005 "LoadParkFromDisk"
0x9454E8BC "RemoveSkaterFromWorld"
0x99C48EF6 "cutscene_unlock_list_ny"
0x9B749F0B "build_theme_sub_title"
0x9CC4249B "Ron_Text"
0x9D0495FE "swap_themes_menu"
0xB0C4B539 "GetArraySize"
0xB244AD2A "create_chapter_stage_menu"
0xB58418A2 "count_all"
0xB8D4A9A7 "board"
0xBE6451C9 "GoalManager_PauseAllGoals"
0xC04451AB "level_select_create_menu_block"
0xC1B40D75 "cheats_menu_cash"
0xC8C43E07 "CloneModel"
0xCC14DDC9 "locked_highlight_rgba"
0xCD04EFDE "StructureContains"
0xCE141454 "created_park_number"
0xD434665B "hide"
0xD5F48CAC "TestMedium02"
0xD7D4B32E "menu_end_run_start_game"
0xD7D485FF "unpause"
0xDB140FBF "center"
0xDDA434DD "gamemode_career_mode"
0xDDC41F47 "points_available"
0xDFE4ADBF "build_theme_box_icons"
0xE6247DE3 "prompt_launch_cag_pause_load"
0xE7B41690 "switch"
0xE8647ACF "level_select_anchor"
0xE8D49B39 "load_hi"
0xE9E405CB "Autorail"
0xEA148CA4 "gary_debug"
0xEB5409A8 "host_options_helper_desc"
0xEC6458BC "so_rotating_bg"
0xECD4146C "reset_show_career_startup_menu"
0xF1B44E9A "LEVEL_UNLOCKED_NJ"
0xF1B468A3 "load_cas"
0xF294E556 "black_bg"
0xF314AB77 "menu_start_high_score_run"
0xF3A46545 "menu_title"
0xF794F260 "update_all_skaters"
0xF8E4734B "no_blur_effect"
0xFBF44E70 "selected_level_line"
0x01E58299 "goal_id"
0x02E594B4 "launch_remove_players_menu"
0x04950380 "error_text"
0x11B5D676 "gamma_menu_blue"
0x12A59D95 "premade_park_vmenu"
0x13750FBF "launch_level_select_load_park_sequence"
0x16456343 "create_main_menu"
0x17954F93 "map_scale"
0x17051D73 "Johnny_Text"
0x24E596DB "block_menu_input"
0x25B5610E "RunScriptOnScreenElement"
0x27F52407 "load_pro_skater"
0x2B8587DB "icon_color"
0x8587DB69 "con_color"
0x2FF5F01E "LEVEL_UNLOCKED_NY"
0x2F35F5A6 "offset"
0x30A53A60 "menu_blink_arrow"
0x33B52267 "d"
0x35B58B5D "restore_alpha"
0x38B5E8A6 "JoinServer"
0x3B253E1E "pad_choose"
0x3B85B9B2 "menu_level_select"
0x4055A949 "SetSkaterProfileInfoByName"
0x40C55B0E "chapter_stage_menu"
0x4105F598 "slice_scale"
0x4215710D "Ped_StartMoving"
0x4605FA8B "back_editor_desc"
0x47853072 "cutscene_unlock_list_nj"
0x4995B7B3 "scrolling_menu_pos"
0x49954203 "TrickAttack_MenuStartRun"
0x4AB53A8E "chapter_stage_menu_change"
0x4B35C961 "blue"
0x4F45C631 "NetEnablePlayerInput"
0x52E5850A "IsParkUnsaved"
0x5205DD23 "trick_helper"
0x6595CE71 "smallfont_colors"
0x66256DEA "font_face"
0x66A50DE4 "unhide_death_msg"
0x68D51E0D "boolean_false"
0x6AE5DC51 "back_icon"
0x6AE5CFD9 "goal_retry_anchor"
0x6C45C63C "current_cam_anim"
0x6D958D3A "goal_comp_end_current_run"
0x6FE568F4 "GetGammaValues"
0x72C577C3 "null_script"
0x73A5F4D6 "SetGameType"
0x7485A634 "dims"
0x7CC59DF5 "LEVEL_UNLOCKED_SE"
0x89A5F0BA "generic_menu_pad_choose_sound"
0x8BE55378 "return_to_level"
0x94E5D8D4 "trick_icon"
0x95955409 "gamemode_single_session"
0x96452A06 "ScreenElementPos"
0x9A85E667 "player"
0xA1D5A591 "kill_level_select_cams"
0xA3E5B99B "DE_PauseFlyIn"
0xA3550BBF "PushMemProfile"
0xA5B541B3 "StatsManager_UnlockAmGoals"
0xA5852510 "e"
0xA6E5629B "split_vertical"
0xA9F5643F "last_menu_item"
0xA9256B4C "ToggleRigidBodyDebug"
0xAB050C76 "menu_create_a_goal"
0xAF85B361 "maybe_edit_skater"
0xB2453C30 "finish_themed_sub_menu"
0xB4951A56 "InitSkaterModel"
0xBAA5F789 "cutscene_unlock_list_vc"
0xBC254FE5 "new_initials"
0xBDC55447 "NoSFX"
0xC035B23D "other_pos"
0xC8C5B068 "context_name"
0xCA653318 "menu_confirm_quit_park_editor"
0xCBB56A3E "do_blur_effect_accept"
0xCBA5DE90 "LEVEL_UNLOCKED_AU"
0xD3F526DC "view_tricks_helper_desc"
0xD4A51B02 "launch_ss_menu"
0xD5651617 "first_item"
0xD625C885 "rotate_pause_deck"
0xD605C397 "stats_menu_add_item"
0xD7457A76 "black"
0xD8B5B66F "cheats_vmenu"
0xDB45C20A "SetParkEditorPauseMode"
0xDD359CE9 "gamemode_back"
0xE0A526CC "GetNetworkNumPlayers"
0xE1355A21 "chapter_stage_vmenu"
0xE435AFE6 "CountNumCreatedGoalsWon"
0xE7859A4C "view_goals_menu_down_arrow"
0xEAF59A82 "LEVEL_UNLOCKED_SD"
0xEB7515AF "currentstage"
0xEC15BA8A "small"
0xEF855445 "dir"
0xEFD54F19 "cutscene_unlock_list_ru"
0xF055A87E "profile"
0xF3D57AC8 "star_rgba"
0xF485996E "chapter_stage_menu_stage_container"
0xF9F5CC32 "GetNumStatPointsAvailable"
0xF995FA39 "menu_themes"
0xF995F0E2 "GoalManager_GetCurrentChapterAndStage"
0xFB95DDA0 "menu_autokick"
0xFB85134C "tv"
0xFDF5246E "DisablePlayerInput"
0xFF958E6E "theme_menu_pad_choose_sound"
0x02769AD6 "DE_MenuSelect"
0x02E65FD6 "current_screen_mode"
0x02D6618F "arrayname"
0x02C61DEE "create_edit_tricks_menu"
0x0976C0E3 "Tilt"
0x0D965D7C "row_id"
0x1146DC08 "toggle_auto_brake_option"
0x12D62235 "PausePhysics"
0x168699B6 "finish_themed_scrolling_menu"
0x17C6F4F3 "menu_screen"
0x1CD6D04C "launch_set_pro_skater_menu"
0x1C76BE18 "SlicePause_1"
0x22B643FB "middle_anchor_pos"
0x23B6C2AA "blue_text"
0x2516D575 "skateshop_player_restart"
0x2616E14A "view_goals_menu_kill_preview_cam"
0x2C66A577 "check_for_unplugged_controllers"
0x30E63F17 "tod_action"
0x3056D731 "IsHost"
0x35A6C8DF "CHEAT_UNLOCKED_17"
0x3746BE79 "WALKING_ANIMWAIT"
0x3B0600E3 "rel_y"
0x3EB65594 "menu_real_cheats"
